Designator,Mid X,Mid Y,Rotation,Layer
C1,150.913959,-86.36,0.0,top
D1,132.08,-107.95,0.0,top
J1,147.32,-111.76,0.0,top
J2,128.27,-80.01,0.0,top
K1,128.27,-95.25,90.0,top
Q1,140.97,-84.34,180.0,top
R1,132.08,-113.03,180.0,top
R2,143.51,-96.52,90.0,top
R3,139.7,-96.52,90.0,top
RV1,153.67,-100.33,0.0,top
